hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index
london,1,4,0.000920,0.998750,bellman,0.000000,2
london,1,5,0.000920,0.999150,bellman,0.000000,3
london,1,6,0.000920,0.999800,bellman,2.000000,4
london,1,7,0.000920,0.999950,bellman,8.000000,5
london,1,8,0.000920,0.999980,bellman,24.000000,6
london,1,9,0.000920,1.000000,bellman,73.000000,7
makarresh,0,2,0.003150,0.997220,bellman,0.000000,0
makarresh,0,3,0.003150,0.997220,bellman,0.000000,1
makarresh,0,4,0.003150,0.999890,bellman,0.000000,2
makarresh,0,5,0.003150,0.999980,bellman,0.000000,3
makarresh,0,6,0.003150,1.000000,bellman,2.000000,4
makarresh,0,7,0.003150,1.000000,bellman,8.000000,5
makarresh,0,8,0.003150,1.000000,bellman,25.000000,6
makarresh,0,9,0.003150,1.000000,bellman,73.000000,14
makarresh,1,2,0.003710,0.525800,bellman,0.000000,0
makarresh,1,3,0.003710,0.525800,bellman,0.000000,1
makarresh,1,4,0.003710,0.538660,bellman,0.000000,2
makarresh,1,5,0.003710,0.538820,bellman,0.000000,3
makarresh,1,6,0.003710,0.548280,bellman,2.000000,8
makarresh,1,7,0.003710,0.548520,bellman,8.000000,5
makarresh,1,8,0.003710,0.556280,bellman,24.000000,10
makarresh,1,9,0.003710,0.556570,bellman,72.000000,11
melbourne,0,2,0.000830,0.973300,bellman,0.000000,0
melbourne,0,3,0.000830,0.973300,bellman,0.000000,1
melbourne,0,4,0.000830,0.997720,bellman,0.000000,2
